Skill Name,Invocation Name,Category,baseline_risk_score,baseline_population_tier,llm_genericity_risk,llm_ambiguity_risk,llm_semantic_confusion_risk,llm_squatting_risk,llm_overall_risk,llm_reasoning
Octopus Recipes,octopus recipes,Food and Drink,0.3238861184730112,Q2,1,0,1,1,2,"The invocation name 'octopus recipes' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill has a moderate risk profile."
Woodstock Restaurants,woodstock restaurants,Food and Drink,0.2757690418386139,Q2,0,1,1,1,1,"The invocation name 'woodstock restaurants' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also very specific to a location (Woodstock, Georgia), which reduces the likelihood of ambiguity or squatting risks."
Information for Cutting and Knife terms,knife terms,Food and Drink,0.2681929933094771,Q1 low,3,1,2,2,2,"The invocation name 'knife terms' is moderately generic, as it could be related to various skills or topics. However, the ambiguity risk is low because the phrase is specific and unlikely to be confused with other skills. The semantic confusion risk is moderate, as a user might accidentally invoke this skill thinking of another topic. Squatting risk is also moderate, as an attacker could create a malicious variant like 'cutting terms' or 'blade terms'. Overall, the risk is low due to the specificity and uniqueness of the invocation name."
What's Your Pizza Personality?,what type of pizza,Food and Drink,0.2495115788319548,Q1 low,3,1,2,2,2,"The invocation name 'what type of pizza' is somewhat generic, as it's a common phrase used in everyday conversation. However, the specificity of the topic (pizza) and the use of 'type of' to clarify the meaning reduce ambiguity and semantic confusion risks. Squatting risk is moderate due to the simplicity of the phrase, but it's not extremely easy to imitate or exploit."
Muskego Guide,muskego guide,Food and Drink,0.2355167935841673,Q1 low,1,0,1,1,2,"The invocation name 'muskego guide' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. While it's possible that an attacker could create a malicious variant, the squatting risk is low due to the unique nature of the name. Overall, the risk is moderate, as while there are some potential risks, they are not severe."
flushing tour,flushing tour,Food and Drink,0.2347727735121156,Q1 low,0,1,3,2,3,"The skill name 'flushing tour' is highly distinctive and unique, making it difficult to confuse with other skills. However, the phrase 'flushing tour' could be mispronounced or paraphrased by users, leading to minor ambiguity. The semantic confusion risk is moderate due to the possibility of users confusing this skill with a different skill that has a similar name. Squatting risk is low because it's not an extremely common phrase and would require some effort to create a malicious variant. Overall, while there are some risks present, they are manageable and do not pose a severe threat."
Don't waste food,don't waste food,Food and Drink,0.2320267441784867,Q1 low,5,0,3,4,4,"The invocation name 'don't waste food' is extremely generic and broad, making it easy to mispronounce or paraphrase. While the ambiguity risk is low due to the specific topic of food waste, there is moderate semantic confusion potential as users may confuse this skill with other related skills (e.g., meal planning). The squatting risk is high as malicious variants could easily imitate this name. Overall, the risk is high due to the combination of genericity and squatting risks."
Houston Restaurant Weeks,houston restaurant weeks,Food and Drink,0.2182516677576788,Q1 low,0,1,1,1,1,"The invocation name 'houston restaurant weeks' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also not commonly used in everyday conversation, reducing the risk of ambiguity or squatting."
Mio frigo,mio frigo,Food and Drink,0.1972498087646888,Q1 low,0,1,1,1,1,"The invocation name 'mio frigo' is highly distinctive and unique, making it difficult to confuse with other skills. The Italian phrase 'Mio Frigo' (My Fridge) is not commonly used in everyday conversation, reducing the risk of ambiguity or semantic confusion. Additionally, the skill's category (Food and Drink) further reduces the likelihood of squatting or exploitation."
Cinco de Mayo Fiesta,cinco de mayo fiesta,Food and Drink,0.190508871897546,Q1 low,0,1,1,1,1,"The invocation name 'cinco de mayo fiesta' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also very specific and unlikely to be mispronounced or paraphrased by users. While an attacker could potentially create a similar-sounding skill, the uniqueness of this name makes squatting or semantic confusion unlikely."
Irvine korean barbecue,irvine korean barbecue,Food and Drink,0.1848480537548142,Q1 low,0,1,1,1,1,"The invocation name is highly distinctive and unique, making it difficult to mispronounce or confuse with other skills. The phrase 'Irvine Korean barbecue' is specific enough that users are unlikely to misinterpret the skill's purpose. Additionally, the risk of squatting or creating malicious variants is low due to the specificity of the name."
Recipe for Tomoto Rasam,tomoto rasam,Food and Drink,0.1663028498878052,Q1 low,0,1,1,1,1,"The invocation name 'tomoto rasam' is highly distinctive and unique, making it difficult to confuse with other skills. The name is also not easily mispronounced or abbreviated, reducing the risk of ambiguity. Additionally, the name does not have a broad everyday phrase quality that would make it easy to squat. Overall, the risk is very low."
Cricket_Facts,cricket facts,Game and Trivia,0.8347192633342811,Q4 high,1,0,1,1,2,"The invocation name 'cricket facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible that users might mispronounce or abbreviate the name, it's unlikely to be confused with other skills. The risk of squatting is also low due to the specificity of the name. Overall, the risk is moderate, as while there are some potential issues, they are not severe."
